,MovieID,Rating,Title,Genres
558,608,4.254675686430561,Fargo (1996),Crime|Drama|Thriller
3085,3634,4.254545454545455,Seven Days in May (1964),Thriller
1064,1276,4.253763440860215,Cool Hand Luke (1967),Comedy|Drama
980,1189,4.25278810408922,The Thin Blue Line (1988),Documentary
1015,1225,4.251808972503618,Amadeus (1984),Drama
813,969,4.251655629139073,The African Queen (1951),Action|Adventure|Romance|War
1066,1278,4.250628667225482,Young Frankenstein (1974),Comedy|Horror
551,598,4.25,Window to Paris (1994),Comedy
931,1117,4.25,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
196,214,4.25,Before the Rain (Pred dozhdot) (1994),Drama
836,1002,4.25,Ed's Next Move (1996),Comedy
3174,3730,4.249448123620309,The Conversation (1974),Drama|Mystery
795,951,4.249370277078086,His Girl Friday (1940),Comedy
1087,1299,4.248633879781421,The Killing Fields (1984),Drama|War
763,919,4.247962747380675,The Wizard of Oz (1939),Adventure|Children's|Drama|Musical
1035,1247,4.245836637589215,The Graduate (1967),Drama|Romance
604,678,4.245098039215686,Some Folks Call It a Sling Blade (1993),Drama|Thriller
998,1208,4.243197278911564,Apocalypse Now (1979),Drama|War
798,954,4.240208877284595,Mr. Smith Goes to Washington (1939),Drama
2943,3468,4.24,The Hustler (1961),Drama
794,950,4.239726027397261,The Thin Man (1934),Mystery
2383,2804,4.238905325443787,A Christmas Story (1983),Comedy|Drama
2937,3462,4.2360655737704915,Modern Times (1936),Comedy
104,110,4.234957020057307,Braveheart (1995),Action|Drama|War
2431,2859,4.2343096234309625,Stop Making Sense (1984),Documentary
1598,1949,4.232876712328767,A Man for All Seasons (1966),Drama
3239,3801,4.231155778894473,Anatomy of a Murder (1959),Drama|Mystery
1026,1237,4.230769230769231,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
2732,3196,4.228426395939087,Stalag 17 (1953),Drama|War
2492,2925,4.228070175438597,"Conformist, The (Il Conformista) (1970)",Drama
282,306,4.227544910179641,Three Colors: Red (1994),Drama
2630,3077,4.2272727272727275,42 Up (1998),Documentary
518,556,4.2272727272727275,The War Room (1993),Documentary
1946,2329,4.2265625,American History X (1998),Drama
3324,3897,4.22635814889336,Almost Famous (2000),Comedy|Drama
924,1104,4.225672877846791,A Streetcar Named Desire (1951),Drama
2275,2692,4.224813432835821,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
2199,2609,4.223880597014926,"King of Masks, The (Bian Lian) (1996)",Drama
1346,1617,4.219405594405594,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
2664,3114,4.218927444794953,Toy Story 2 (1999),Animation|Children's|Comedy
1009,1219,4.218527315914489,Psycho (1960),Horror|Thriller
3129,3683,4.218152866242038,Blood Simple (1984),Drama|Film-Noir
760,916,4.216470588235294,Roman Holiday (1953),Comedy|Romance
1036,1248,4.215953307392996,Touch of Evil (1958),Crime|Film-Noir|Thriller
1092,1304,4.215644820295983,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1140,1361,4.213836477987422,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1044,1256,4.21043771043771,Duck Soup (1933),Comedy|War
1138,1358,4.208156329651657,Sling Blade (1996),Drama|Thriller
1967,2351,4.207207207207207,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
772,928,4.204663212435233,Rebecca (1940),Romance|Thriller
2594,3038,4.202702702702703,A Face in the Crowd (1957),Drama
786,942,4.2020547945205475,Laura (1944),Crime|Film-Noir|Mystery
3228,3789,4.198717948717949,The Pawnbroker (1965),Drama
1008,1218,4.19672131147541,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1577,1927,4.1940298507462686,All Quiet on the Western Front (1930),War
1030,1242,4.193345323741007,Glory (1989),Action|Drama|War
2500,2935,4.1931034482758625,The Lady Eve (1941),Comedy|Romance
2487,2920,4.19,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
3082,3629,4.189090909090909,The Gold Rush (1925),Comedy
1025,1236,4.188888888888889,Trust (1990),Comedy|Drama
226,246,4.18854748603352,Hoop Dreams (1994),Documentary
1018,1228,4.1875923190546525,Raging Bull (1980),Drama
586,649,4.1875,Cold Fever (Á köldum klaka) (1994),Comedy|Drama
1851,2208,4.185929648241206,The Lady Vanishes (1938),Comedy|Mystery|Romance|Thriller
105,111,4.183870967741935,Taxi Driver (1976),Drama|Thriller
755,911,4.183006535947713,Charade (1963),Comedy|Mystery|Romance|Thriller
1842,2197,4.181818181818182,Firelight (1997),Drama
1076,1288,4.179785330948121,This Is Spinal Tap (1984),Comedy|Drama|Musical
1071,1283,4.1786600496277915,High Noon (1952),Western
1419,1704,4.176356589147287,Good Will Hunting (1997),Drama
599,669,4.173913043478261,Aparajito (1956),Drama
1068,1280,4.1732851985559565,Raise the Red Lantern (1991),Drama
799,955,4.169491525423729,Bringing Up Baby (1938),Comedy
2307,2726,4.1692307692307695,The Killing (1956),Crime|Film-Noir
1057,1269,4.168154761904762,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
2751,3222,4.166666666666667,Carmen (1984),Drama
893,1066,4.1657142857142855,Shall We Dance? (1937),Comedy|Musical|Romance
1024,1235,4.164992826398852,Harold and Maude (1971),Comedy
1554,1900,4.163934426229508,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
1947,2330,4.163043478260869,Hands on a Hard Body (1996),Documentary
1004,1214,4.159584980237154,Alien (1979),Action|Horror|Sci-Fi|Thriller
2692,3147,4.154664484451718,The Green Mile (1999),Drama|Thriller
758,914,4.154088050314465,My Fair Lady (1964),Musical|Romance
1028,1240,4.152049571020019,The Terminator (1984),Action|Sci-Fi|Thriller
1713,2066,4.150943396226415,Out of the Past (1947),Film-Noir
2591,3035,4.149643705463183,Mister Roberts (1955),Comedy|Drama|War
2558,3000,4.147826086956521,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
789,945,4.147410358565737,Top Hat (1935),Comedy|Musical|Romance
1213,1449,4.147186147186147,Waiting for Guffman (1996),Comedy
0,1,4.146846413095811,Toy Story (1995),Animation|Children's|Comedy
1088,1300,4.1454545454545455,My Life as a Dog (Mitt liv som hund) (1985),Drama
1920,2300,4.144376899696049,The Producers (1968),Comedy|Musical
2103,2493,4.142857142857143,The Harmonists (1997),Drama
1019,1230,4.14167916041979,Annie Hall (1977),Comedy|Romance
1081,1293,4.141579731743666,Gandhi (1982),Drama
1041,1253,4.141323792486583,The Day the Earth Stood Still (1951),Drama|Sci-Fi
2640,3090,4.141242937853107,Matewan (1987),Drama
2111,2501,4.137755102040816,October Sky (1999),Drama
2782,3265,4.137614678899083,Hard-Boiled (Lashou shentan) (1992),Action|Crime
2367,2788,4.137472283813747,And Now for Something Completely Different (1971),Comedy
1281,1537,4.137142857142857,Shall We Dance? (Shall We Dansu?) (1996),Comedy
911,1089,4.13582208101668,Reservoir Dogs (1992),Crime|Thriller
2645,3095,4.134357005758157,The Grapes of Wrath (1940),Drama
991,1201,4.133819951338199,"The Good, The Bad and The Ugly (1966)",Action|Western
1079,1291,4.133292383292384,Indiana Jones and the Last Crusade (1989),Action|Adventure
1599,1950,4.129310344827586,In the Heat of the Night (1967),Drama|Mystery
1091,1303,4.129032258064516,The Man Who Would Be King (1975),Adventure
2011,2396,4.127479949345715,Shakespeare in Love (1998),Comedy|Romance
753,909,4.127098321342926,The Apartment (1960),Comedy|Drama
990,1200,4.125824175824176,Aliens (1986),Action|Sci-Fi|Thriller|War
2556,2997,4.125390450691656,Being John Malkovich (1999),Comedy
1465,1780,4.125,Ayn Rand: A Sense of Life (1997),Documentary
1082,1294,4.124658780709736,M*A*S*H (1970),Comedy|War
1588,1939,4.122881355932203,The Best Years of Our Lives (1946),Drama|War
554,602,4.121951219512195,A Great Day in Harlem (1994),Documentary
870,1036,4.121848739495798,Die Hard (1988),Action|Thriller
2485,2918,4.11744738628649,Ferris Bueller's Day Off (1986),Comedy
3373,3949,4.115131578947368,Requiem for a Dream (2000),Drama
1601,1952,4.113122171945701,Midnight Cowboy (1969),Drama
1001,1211,4.1115702479338845,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
1012,1222,4.110845295055821,Full Metal Jacket (1987),Action|Drama|War
1075,1287,4.110795454545454,Ben-Hur (1959),Action|Adventure|Drama
1051,1263,4.11,The Deer Hunter (1978),Drama|War
45,47,4.106420404573439,Seven (Se7en) (1995),Crime|Thriller
791,947,4.1063829787234045,My Man Godfrey (1936),Comedy
269,293,4.106175514626218,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
3040,3578,4.106029106029106,Gladiator (2000),Action|Drama
1039,1251,4.105263157894737,8 1/2 (1963),Drama
1046,1258,4.104875804967802,The Shining (1980),Horror
421,457,4.103258145363409,The Fugitive (1993),Action|Thriller
3249,3811,4.102777777777778,Breaker Morant (1980),Drama|War
653,759,4.101694915254237,Maya Lin: A Strong Clear Vision (1994),Documentary
777,933,4.10158013544018,To Catch a Thief (1955),Comedy|Romance|Thriller
283,307,4.098765432098766,Three Colors: Blue (1993),Drama
1602,1953,4.098722415795587,The French Connection (1971),Action|Crime|Drama|Thriller
109,116,4.097560975609756,Anne Frank Remembered (1995),Documentary
989,1199,4.097480832420591,Brazil (1985),Sci-Fi
1047,1259,4.0969187675070025,Stand by Me (1986),Adventure|Comedy|Drama
750,906,4.096256684491979,Gaslight (1944),Mystery|Thriller
906,1084,4.096209912536443,Bonnie and Clyde (1967),Crime|Drama
1593,1944,4.096153846153846,From Here to Eternity (1953),Drama|Romance|War
926,1111,4.095744680851064,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
830,994,4.095555555555555,Big Night (1996),Drama
55,58,4.093812375249501,"Postino, Il (The Postman) (1994)",Drama|Romance
2501,2936,4.093167701863354,Sullivan's Travels (1942),Comedy
1054,1266,4.0902708124373115,Unforgiven (1992),Western
912,1090,4.090113735783027,Platoon (1986),Drama|War
2638,3088,4.089887640449438,Harvey (1950),Comedy
1162,1387,4.089569829110195,Jaws (1975),Action|Horror
641,741,4.089171974522293,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
2198,2607,4.088235294117647,Get Real (1998),Drama
2212,2624,4.088235294117647,After Life (1998),Drama
2202,2612,4.088235294117647,Mildred Pierce (1945),Drama
330,356,4.087967183226983,Forrest Gump (1994),Comedy|Romance|War
552,599,4.087121212121212,The Wild Bunch (1969),Western
2635,3083,4.086294416243655,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
2856,3365,4.085714285714285,The Searchers (1956),Western
2730,3192,4.083333333333333,"Terrorist, The (Malli) (1998)",Drama
410,446,4.082677165354331,Farewell My Concubine (1993),Drama|Romance
677,800,4.082539682539682,Lone Star (1996),Drama|Mystery
1659,2010,4.082474226804123,Metropolis (1926),Sci-Fi
2832,3334,4.082429501084599,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1032,1244,4.082172701949861,Manhattan (1979),Comedy|Drama|Romance
2494,2927,4.08080808080808,Brief Encounter (1946),Drama|Romance
2850,3359,4.0807692307692305,Breaking Away (1979),Drama
1020,1231,4.08,The Right Stuff (1983),Drama
908,1086,4.079155672823219,Dial M for Murder (1954),Mystery|Thriller
3185,3741,4.078838174273859,Badlands (1973),Crime|Drama
996,1206,4.0781122864117165,A Clockwork Orange (1971),Sci-Fi
2520,2959,4.077188146106134,Fight Club (1999),Drama
780,936,4.075757575757576,Ninotchka (1939),Comedy|Romance
212,232,4.07514450867052,Eat Drink Man Woman (1994),Comedy|Drama
809,965,4.075098814229249,The 39 Steps (1935),Thriller
1778,2132,4.074074074074074,Who's Afraid of Virginia Woolf? (1966),Drama
1711,2064,4.0739348370927315,Roger & Me (1989),Comedy|Documentary
2734,3198,4.073846153846154,Papillon (1973),Drama
134,150,4.073541167066347,Apollo 13 (1995),Drama
1095,1307,4.073341836734694,When Harry Met Sally... (1989),Comedy|Romance
3335,3911,4.073059360730594,Best in Show (2000),Comedy
768,924,4.068764568764569,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
1288,1545,4.068493150684931,Ponette (1996),Drama
877,1046,4.066666666666666,Beautiful Thing (1996),Drama|Romance
1714,2067,4.065602836879433,Doctor Zhivago (1965),Drama|Romance|War
146,162,4.063136456211812,Crumb (1994),Documentary
28,29,4.062034739454094,The City of Lost Children (1995),Adventure|Sci-Fi
2564,3006,4.0588235294117645,The Insider (1999),Drama
543,589,4.058512646281616,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
1596,1947,4.057818659658344,West Side Story (1961),Musical|Romance
195,213,4.056910569105691,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
2267,2682,4.056818181818182,Limbo (1999),Drama
2264,2677,4.056521739130435,Buena Vista Social Club (1999),Documentary
2526,2966,4.055944055944056,The Straight Story (1999),Drama
27,28,4.055865921787709,Persuasion (1995),Romance
1052,1264,4.054474708171206,Diva (1981),Action|Drama|Mystery|Romance|Thriller
113,121,4.054054054054054,The Boys of St. Vincent (1993),Drama
1610,1961,4.053383458646617,Rain Man (1988),Drama
1016,1226,4.053097345132743,The Quiet Man (1952),Comedy|Romance
2900,3421,4.053024026512014,Animal House (1978),Comedy
1211,1446,4.052910052910053,Kolya (1996),Comedy
1339,1610,4.052058111380146,The Hunt for Red October (1990),Action|Thriller
2753,3224,4.0519480519480515,Woman in the Dunes (Suna no onna) (1964),Drama
1612,1963,4.051587301587301,Take the Money and Run (1969),Comedy
2533,2973,4.05,Crimes and Misdemeanors (1989),Comedy
537,581,4.049645390070922,The Celluloid Closet (1995),Documentary
815,971,4.047970479704797,Cat on a Hot Tin Roof (1958),Drama
2341,2761,4.0474777448071215,The Iron Giant (1999),Animation|Children's
3117,3671,4.047363717605005,Blazing Saddles (1974),Comedy|Western
3283,3849,4.046511627906977,The Spiral Staircase (1946),Thriller
565,615,4.044776119402985,Bread and Chocolate (Pane e cioccolata) (1973),Drama
1426,1719,4.044619422572178,The Sweet Hereafter (1997),Drama
2593,3037,4.04399323181049,Little Big Man (1970),Comedy|Drama|Western
2979,3508,4.043835616438356,The Outlaw Josey Wales (1976),Western
2794,3281,4.040816326530612,The Brandon Teena Story (1998),Documentary
2397,2819,4.040752351097178,Three Days of the Condor (1975),Thriller
2837,3341,4.03954802259887,Born Yesterday (1950),Comedy
2647,3097,4.038834951456311,The Shop Around the Corner (1940),Comedy|Romance
873,1041,4.037974683544304,Secrets & Lies (1996),Drama
1591,1942,4.033613445378151,All the King's Men (1949),Drama
2978,3507,4.033419023136247,The Odd Couple (1968),Comedy
1069,1281,4.032407407407407,The Great Dictator (1940),Comedy
2484,2917,4.031746031746032,Body Heat (1981),Crime|Thriller
1580,1931,4.0311111111111115,Mutiny on the Bounty (1935),Adventure
1141,1362,4.03,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1953,2336,4.029850746268656,Elizabeth (1998),Drama
3222,3783,4.029787234042553,Croupier (1998),Crime|Drama
983,1192,4.0285714285714285,Paris Is Burning (1990),Documentary
1584,1935,4.02803738317757,How Green Was My Valley (1941),Drama
16,17,4.027544910179641,Sense and Sensibility (1995),Drama|Romance
2854,3363,4.026262626262627,American Graffiti (1973),Comedy|Drama
3256,3819,4.024489795918368,Tampopo (1986),Comedy
999,1209,4.023121387283237,Once Upon a Time in the West (1969),Western
1000,1210,4.022892819979188,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
3252,3814,4.0228310502283104,Love and Death (1975),Comedy
3246,3808,4.0227272727272725,Two Women (La Ciociara) (1961),Drama|War
2942,3467,4.021505376344086,Hud (1963),Drama|Western
1169,1394,4.02092050209205,Raising Arizona (1987),Comedy
2975,3504,4.020348837209302,Network (1976),Comedy|Drama
2309,2728,4.018779342723005,Spartacus (1960),Drama
902,1080,4.018358531317495,Monty Python's Life of Brian (1979),Comedy
1875,2248,4.017505470459518,Say Anything... (1989),Comedy|Drama|Romance
2532,2972,4.015384615384615,Red Sorghum (Hong Gao Liang) (1987),Drama|War
2946,3471,4.0144727773949,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
2477,2908,4.014117647058823,Boys Don't Cry (1999),Drama
2565,3007,4.013559322033898,American Movie (1999),Documentary
1080,1292,4.013536379018612,Being There (1979),Comedy
1931,2313,4.013129102844639,The Elephant Man (1980),Drama
1583,1934,4.012987012987013,You Can't Take It With You (1938),Comedy
1849,2206,4.0119760479041915,Suspicion (1941),Mystery|Thriller
2505,2940,4.009345794392523,Gilda (1946),Film-Noir
1839,2194,4.007985803016859,The Untouchables (1987),Action|Crime|Drama
2969,3498,4.0067796610169495,Midnight Express (1978),Drama
1475,1797,4.005988023952096,Everest (1998),Documentary
1034,1246,4.005847953216374,Dead Poets Society (1989),Drama
1033,1245,4.005586592178771,Miller's Crossing (1990),Drama
1037,1249,4.005457025920873,Nikita (La Femme Nikita) (1990),Thriller
2509,2944,4.0042432814710045,The Dirty Dozen (1967),Action|War
967,1175,4.002717391304348,Delicatessen (1991),Comedy|Sci-Fi
1495,1827,4.0,The Big One (1997),Comedy|Documentary
810,966,4.0,A Walk in the Sun (1945),Drama
2642,3092,4.0,Chushingura (1962),Drama
2257,2670,4.0,"Run Silent, Run Deep (1958)",War
461,497,4.0,Much Ado About Nothing (1993),Comedy|Romance
3181,3737,4.0,Lonely Are the Brave (1962),Drama|Western
420,456,4.0,Fresh (1994),Drama
576,632,4.0,Land and Freedom (Tierra y libertad) (1995),War
898,1076,4.0,The Innocents (1961),Thriller
1191,1420,4.0,Message to Love: The Isle of Wight Festival (1996),Documentary
2104,2494,4.0,The Last Days (1998),Documentary
2176,2575,4.0,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama
1027,1238,4.0,Local Hero (1983),Comedy
645,746,4.0,Force of Evil (1948),Film-Noir
764,920,3.9974048442906573,Gone with the Wind (1939),Drama|Romance|War
1084,1296,3.9964285714285714,A Room with a View (1986),Drama|Romance
1393,1674,3.9961759082217974,Witness (1985),Drama|Romance|Thriller
2516,2951,3.9942528735632186,A Fistful of Dollars (1964),Action|Western
969,1177,3.993197278911565,Enchanted April (1991),Drama
3353,3929,3.993197278911565,The Bank Dick (1940),Comedy
1128,1348,3.991596638655462,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1058,1270,3.9903213317847466,Back to the Future (1985),Comedy|Sci-Fi
1605,1956,3.990138067061144,Ordinary People (1980),Drama
920,1099,3.9896907216494846,A Christmas Carol (1938),Drama
2542,2983,3.9876543209876543,The Ipcress File (1965),Thriller
857,1023,3.986425339366516,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
2628,3075,3.9855072463768115,Repulsion (1965),Thriller
1031,1243,3.9846153846153847,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
787,943,3.982456140350877,The Ghost and Mrs. Muir (1947),Drama|Romance
3179,3735,3.981818181818182,Serpico (1973),Crime|Drama
2842,3347,3.981132075471698,Never Cry Wolf (1983),Drama
1455,1759,3.980392156862745,Four Days in September (1997),Drama
899,1077,3.9798387096774195,Sleeper (1973),Comedy|Sci-Fi
2313,2732,3.97972972972973,Jules and Jim (Jules et Jim) (1961),Drama
493,529,3.977777777777778,Searching for Bobby Fischer (1993),Drama
793,949,3.9767441860465116,East of Eden (1955),Drama
918,1096,3.9767441860465116,Sophie's Choice (1982),Drama
1609,1960,3.9764150943396226,The Last Emperor (1987),Drama|War
771,927,3.9761904761904763,The Women (1939),Comedy
1089,1301,3.9758713136729225,Forbidden Planet (1956),Sci-Fi
1595,1946,3.975609756097561,Marty (1955),Drama|Romance
2235,2648,3.9753694581280787,Frankenstein (1931),Horror
3183,3739,3.975,Trouble in Paradise (1932),Comedy|Romance
784,940,3.9735449735449735,The Adventures of Robin Hood (1938),Action|Adventure
1077,1289,3.9725274725274726,Koyaanisqatsi (1983),Documentary|War
2844,3350,3.972027972027972,A Raisin in the Sun (1961),Drama
2696,3152,3.9717514124293785,The Last Picture Show (1971),Drama
2616,3062,3.971590909090909,The Longest Day (1962),Action|Drama|War
1669,2020,3.9715394566623545,Dangerous Liaisons (1988),Drama|Romance
901,1079,3.971342383107089,A Fish Called Wanda (1988),Comedy
2370,2791,3.9711149624494513,Airplane! (1980),Comedy
2512,2947,3.971014492753623,Goldfinger (1964),Action
3186,3742,3.97008547008547,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War
2853,3362,3.969934640522876,Dog Day Afternoon (1975),Comedy|Crime|Drama
298,324,3.9696969696969697,The Sum of Us (1994),Comedy
1061,1273,3.9657534246575343,Down by Law (1986),Comedy|Drama
284,308,3.9653465346534653,Three Colors: White (1994),Drama
919,1097,3.9651828999559275,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
759,915,3.9643835616438357,Sabrina (1954),Comedy|Romance
3101,3654,3.9641434262948207,The Guns of Navarone (1961),Action|Drama|War
1190,1419,3.963235294117647,Walkabout (1971),Drama
1910,2289,3.96319018404908,The Player (1992),Comedy|Drama
2949,3475,3.962686567164179,A Place in the Sun (1951),Drama|Romance
2269,2686,3.9622641509433962,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
